酒店名称,地址,评分,价格,评价
Mindful麦迪芙轻奢酒店,舒适型_成都金牛区营门口街道银沙南街28号,3.9,145,"住的很舒心,最主要价格实惠，干净整洁,空气清新,整体卫生很棒"
崇州惜缘客栈(街子古镇店),舒适型_崇州街子古镇天顺街21号惜缘客栈,4.8,118,"客栈环境很好,房间也很干净舒适，院虽小,但很有艺术感,像极了一片山水画"
大邑逸景轩客栈,舒适型_大邑安仁古镇迎宾路一段139-145号,4.2,198,"很不错,干净舒适，走路有点远了,总体还行吧"
成都鑫品连锁酒店,舒适型_成都青羊区二环路西二段84号附10号,4.2,81,无
成都龙府花园酒店(川师大成龙校区店),舒适型_成都龙泉驿区大面街办青台山路982号,4.2,207,"酒店非常不错,各方面服务都细致周到，酒店服务很好,干净卫生,交通很方便"
喆啡酒店(成都双流国际机场店),高档型_成都双流区珠江路600号蓝光空港国际城，韩国城1期5栋,4.5,218,"房间干净整洁,前台小张服务很好，环境特别好,价格实惠"
成都世纪精品公寓会展中心店,舒适型_成都武侯区天府大道中段177号天鹅湖公寓,3.7,184,"方便,便捷,安全,宽敞，位置不错,便利快捷"
成都佳荣旅馆,舒适型_成都新都区三河镇三河大道33号,3.7,153,无
花水湾星之公寓,舒适型_大邑花水湾温泉北街123号,4.8,99,"老板娘很热情好客,房间很干净,无异味，服务态度也很好,给人一种宾至如归的感觉"
金堂仁阁商务酒店,舒适型_金堂郊五横道金沙街102-122号,4.4,117,"非常好，各方面都不错,床比较软"
成都假日主题驿站,舒适型_成都温江区游家渡小区9栋附51号,3.9,160,无
成都鑫通惠酒店公寓,舒适型_成都青羊区八宝街新城市广场D栋1单元1单元7楼17号,3.7,147,无
成都亚泰商务酒店,舒适型_成都双流区学府西路常乐小区南四街71号,4.1,176,"性价比很不错空调很给力接送机服务很及时，前台小姐姐态度非常好,总体入住感觉很棒"
客莱登酒店公寓(成都奥克斯广场店),舒适型_成都武侯区高新区蜀锦路195号奥克斯广场7号楼804,3.8,107,周边吃喝玩乐的地方也很多，一家住着很温馨有家的感觉的酒店
M派酒店(棠湖公园东升地铁站店),舒适型_成都双流区东升街道棠湖北路3号,4.5,112,无
成都加州派酒店,舒适型_成都武侯区一环路西一段30号,4.2,157,"第一次入住这家酒店,整体体验很不错，位置不错,吃饭出行都挺方便,有电梯"
成都斯威特精品主题公寓,舒适型_成都武侯区天府一街369号两江国际一栋二单元十五楼,4.3,199,无
成都华尔道夫酒店,舒适型_豪华型_成都武侯区天府大道北段1199号50楼,4.5,1441,华尔道夫算是比较新的一个了，感觉如北京厦门一样的好
成都艾米短租公寓,舒适型_成都锦江区红星路二段庆云南街69号红星国际6号楼,4.2,84,无
大邑县安仁镇刘家庭院客栈,舒适型_大邑安仁镇天福街184-188号,3.1,177,无
成都逸家客栈,舒适型_成都成华区邛崃山路68号东方新城二期五栋二单元703,4,183,"服务:全程自助很便捷,老板人很好，环境干净整洁,老板人也很好挺热情的"
爱家商务酒店(成都双流机场店),舒适型_成都双流区双流西航港学府西路机场常乐小区南四街89号,3.5,81,无
琥珀酒店(成都红星美凯龙店),舒适型_成都金牛区凤凰立交红星美凯龙4D栋6楼,4,122,"服务好，老板娘人很好,五星给老板娘的"
成都岚枫酒店,舒适型_成都新都区大丰镇蓉北路一段149号,3.9,98,"经济实惠,住着也舒服，房间很大,卫生干净"
都江堰love兴隆酒店,舒适型_都江堰蒲阳路兴隆街9-11号,4.7,95,"非常满意的住宿体验,老板热情周到，步行去景区就好"
简阳滨江之家宾馆,舒适型_简阳红建路三桥疾控中心对面,3.9,92,无
成都米啦酒店公寓,舒适型_成都龙泉驿区大面街道青台山路890号龙城商业广场钻石公寓6楼611室,4.5,85,我觉得还是可以…就是比较小，有洗衣机对于我们出差一周的人是很方便的
邛崃嘉利家客栈,舒适型_邛崃金桂街75附15号,4.1,81,"很好很热情,体验很好，可以老板人不错"
春树慕云精选舒睡酒店(大邑高铁站店),舒适型_大邑甲子东路61-69号,3.9,200,"总体来说确实挺不错的，酒店非常不错,各方面服务都细致周到"
成都如宾住宿,舒适型_成都锦江区劼人路143号(嘉和园一期)七栋三单元二楼,3.6,151,"房间里面卫生很好，交通方便,服务周到,周边吃饭也方便"
隔壁子精品酒店(成都警官学院地铁站店),舒适型_成都双流区华阳镇安公路一段296号,4.6,173,"很好,价格实惠,性价比高，酒店虽在华阳河边但一点也感觉不到嘈杂"
成都雷剑宾馆(宽窄巷子锦里店),舒适型_成都武侯区倒桑树街105号,4.3,195,"房间很干净,早餐也丰富，前台小沈服务很好,卫生很干净,早餐很棒"
成都汉城假日酒店,舒适型_成都新都区宝光大道南段699号,4.3,138,"前台小姐姐很热情,房间干净整洁，印象中还可以,还是蛮不错的酒店"
成都安与酒店式公寓,舒适型_成都锦江区一环路东五段108号东恒国际一栋一单元9楼912,4.6,170,"酒店住得特别好,位置很方便，价格实惠,入住方便,交通非常便利"
速8精选酒店(成都春熙路太古里店),舒适型_成都锦江区华兴街63号华兴贸易大楼5楼(春熙路王府井百货后面),3.8,80,"周边最便宜,服务态度很好,房间干净整洁，位置交通"
如时良宿酒店(成都世纪城新国际会展中心店),舒适型_成都武侯区高新区天府大道东方希望天祥广场C座3015,4.5,293,"前台服务还不错,耐心切很好沟通很贴心，不错,安静"
成都瑞高商务酒店,舒适型_成都青羊区家园路32号大地新光华广场A2幢,3.7,110,"酒店位置好，非常满意,物美价廉,服务到位"
成都瑞高商务酒店,舒适型_成都青羊区家园路32号大地新光华广场A2幢,3.7,110,"酒店位置好，非常满意,物美价廉,服务到位"
美周商务酒店(温江大学城店),舒适型_成都温江区两河西路双柳三巷58号,4.3,114,"房间很干净,宽敞,前台待人和善，非常安逸,整体房间舒适,干净"
成都九品居酒店,舒适型_成都武侯区红牌楼九兴大道长益路92号楠贵坊三楼,4.1,109,无
凤崃小筑,舒适型_都江堰泰安镇9组红岩新村1号附48,4.3,120,"非常不错的选择,值得点赞，老板娘人特别好"
邛崃喜瑞达·湖畔酒店,高档型_邛崃文君街道办河滨公园4号,4.8,305,保洁阿姨也特别认真仔细的打理卫生，那种投喂的感觉真是太热情了
成都而立之前太空舱青年旅舍,舒适型_成都金牛区恒德路格林尚元丽舍二单元1507,4.3,137,因为人多又是男生的原因感觉卫生一般，好111111111
成都蜀韵酒店公寓,舒适型_成都金牛区一环路西三段279号,4.1,154,无
成都蓉都商务酒店,舒适型_成都青羊区培风东街296号,4.3,139,无
龙飞自助主题客栈(温江南林路大学城店),舒适型_成都温江区南林路243号,4.1,140,"房间很干净，每一次都是住这里,老板服务很好"
成都尚源宾馆,舒适型_成都青羊区草市街74,4.2,195,无
成都鑫燕酒店,舒适型_成都金牛区天回镇川天路83-84号,4,119,无
都江堰远豪连锁酒店,舒适型_都江堰江安路38号,4.4,144,无
成都万汇·云端酒店(青白江家乐福店),舒适型_成都青白江区凤凰西六路北城映像商务楼C座17楼,4.2,146,"停车场电梯可以直接上17楼很方便，酒店的设施很好,床铺干净整洁房间空间大"
自由家酒店公寓(成都宽窄巷子店),舒适型_成都青羊区西月城街正黄金域国际2单元1607,4.5,158,"地段好,去哪里都方便，老板人非常好?热心"
维也纳酒店(成都温江珠江广场光华公园地铁站店),舒适型_成都温江区光华大道3段光华国际15栋,4.6,243,卫生干净，性价比高025酒店环境不错
爆米花影院酒店(成都茶店子客运站店),舒适型_成都金牛区金牛坝路4号1栋12号(数码港五金机电城内),4.3,101,"前台服务也很好,寄存行李也很方便，前台小姐姐人都很好"
平乐古镇三江河景民宿(川西竹海店),舒适型_邛崃平乐古镇白沫江畔4号,3.4,103,"走过去就可以了,有免费停车场,特别惊喜，老板人很好,看着我们一行老人较多"
平乐古镇有宅日式精品客栈,舒适型_邛崃平乐古镇骑龙街上段158号附7号,4.4,159,"装修很雅致,负责接待的两位老人很热情，还有就是套房的二楼太热了"
成都犀浦春天酒店,舒适型_成都郫都区犀浦校园路316-318号,4.2,264,无
彭州柏·山里精选民宿,舒适型_彭州白鹿镇兴鹿街100号,4.3,199,无
黄龙溪聚龙阁酒店,舒适型_成都双流区真龙东街44号一52号,4.2,151,无
御阁酒店(成都中坝地铁站店),舒适型_成都青羊区光华东三路486号中铁西城写字楼2栋4楼,4.3,200,"最重要的是能延迟退房,服务也很热情周到，地理位置很好,中坝d出口过马路就是"
易宁阁宽窄别院(成都宽窄巷子地铁站店),舒适型_成都青羊区通惠门路3号附15号,4.8,95,身心均感受到一丝凉爽，周围吃住行都极为方便
非羽酒店(成都双流国际机场店),舒适型_成都双流区长顺路四段21号,4.6,152,"酒店环境不错,价格便宜,离机场很近，送机师傅人特别好"
茶马西驿民宿(都江堰景区南桥店),舒适型_都江堰灌口镇南桥社区西街54号,4,80,"很贴心。风筒在床头柜里面，民宿就在灌县古城内,很方便,老板很热情"
成都馨港湾假日公寓双流国际机场店,舒适型_成都双流区成都双流县航空港锦华路二段133号(北京华联背侧),4.1,154,无
成都阳光快捷商务酒店,舒适型_成都双流区黄甲街道黄瓦街160号,4.2,133,"饭店、网吧等,还是很不错的选择哈，服务非常好"
汉庭酒店(成都春熙路地铁站店),经济型_成都锦江区东大街城守东大街段6号蓝光大厦18楼,4.1,69,"地段不错,性价比高，地理位置很好,房间很干净,服务也好"
成都如家公寓,舒适型_成都武侯区新园大道26号5栋1单元2层3号,3.6,170,"住宿阿姨人特别好,办入住有点晚，老板娘很热情,帮忙解决一大早上送机难题"
如家酒店(成都武侯生活广场红牌楼地铁站店),经济型_成都武侯区高升桥路23号红牌楼商业区A座,4.5,75,"服务很好,前台态度也很好,干净整洁，非常干净也很方便下次还会再来"
成都祥龙主题酒店,舒适型_成都郫都区团结镇团三路18号,4.1,103,无
成都新希望高新中心假日酒店,舒适型_豪华型_成都郫都区西芯大道1号附1号,4.7,577,"服务态度特别好,超五星体验，房间很大,送有水果饼干,服务很好"
故来·民宿酒店,舒适型_成都郫都区迪康大道8号龙城高新天地3栋二单元19楼39室,4.6,112,无
成都1休·颐和尚品酒店,舒适型_金堂大学城学府大道555号希望未来城10号楼,4.4,175,无
佰宜思酒店(昭觉寺南路地铁站店),舒适型_成都成华区西林路138号瑞祥商厦,4.3,120,"房间很干净,床铺很舒适,让人感觉很放松，交通十分便利,周围有很多商店和餐馆"
繁洲尚品酒店(成都西华大学华西上锦医院店),舒适型_成都郫都区红光镇正兴路253号,4.4,172,"第一次很认真的点评,值得是他，出差住了二次房间超大很干净卫生?"
成都伐木雷青年旅舍,舒适型_成都金牛区金牛万达广场D组团,4.9,197,无
梦缘酒店(成都双流国际机场店),舒适型_成都双流区文星镇长城路一段光明小区4栋,4.6,175,就是地理位置靠墙那边有养鸽子的很吵，周边小吃特别多
邛崃聚鑫假日酒店,舒适型_邛崃文星巷53,4.6,142,"酒店位置不错挺安静的服务很好，酒店环境好,地理位置优越离市中心很近"
成都兴贤商务宾馆,舒适型_成都双流区文星镇光明苑3栋，靠近四川大学西南门,4.3,182,无
贵人酒店(四川交通职业技术学院店),舒适型_成都温江区南熏大道三段932号,4.2,124,无
大邑后山月宇客栈,舒适型_大邑西岭镇云华村5组,3.6,88,无
成都千和客栈,舒适型_成都温江区天乡路二段888号5栋附18号,4.8,89,无
成都鑫陵峰酒店(成都大学店),舒适型_成都龙泉驿区十陵镇灵龙路202号,4.1,76,无
邛崃刘家院客栈,舒适型_邛崃平乐镇金河村3组,3.6,137,无
成都鑫益公寓,舒适型_成都青羊区八宝街金色夏威夷公寓楼,4.4,110,"房间很不错配置齐全性价比高，整体环境非常好,干净卫生,周边非常繁华"
成都棕榈泉费尔蒙酒店,豪华型_成都武侯区天府大道中段269号,4.7,1192,"特别温馨,服务热情周到，礼宾小哥也很贴心热情"
成都西港花园酒店(一品天下地铁站店),舒适型_成都金牛区一品天下大街202号,4.4,261,"房间宽敞,床品良好,停车方便,早餐一般，服务员和前台都特别热情"
邛崃天下居客栈,舒适型_邛崃平乐古镇台子街97号,4.5,116,无
成都喜来乐公寓,舒适型_成都青羊区草市街71号和平电影院旁时代印象1 栋1楼1号,4.2,116,无
成都远方的家公寓,舒适型_成都郫都区郫县红光镇西华大学西对面隆府北巷43号附13号,3.5,85,无
成都雅爵酒店,高档型_成都武侯区剑南大道中段555号,4.8,299,"房间干净卫生,早餐种类也很丰富，酒店的地理位置也非常优越,出行方便"
成都1休·逸家酒店(文殊院地铁站店),舒适型_成都青羊区天府人民中路三段1号壹号公馆,4.7,169,"房间干净整洁,配套齐全,特别的棒，非常方便"
成都天香宿吧,舒适型_成都温江区万春镇南岳九组888号3栋-6,4,90,无
成都龙祥电竞影院酒店,舒适型_成都龙泉驿区十陵街道友谊路124号,3.5,84,"房间干净整洁,床铺软软的,睡得特别香，性价比较高,服务比较周到"
